Entry,Compound,Shortest distance,Filtered,Number of atoms
1957073,DyGa3,6e-05,Yes,1147
450198,HoGa3,6e-05,Yes,479
532175,Sc3In,6e-05,Yes,313
1816791,TbGa3,6e-05,Yes,313
